contributors,goal,pledged,type,where,title,percentage,cash,time,project_url
183 pessoas,Meta R$ 20.472,R$ 21.550,Campanha Tudo-ou-nada , São Paulo	 SP,Disco do Coronel Pacheco,105%,R$ 21.550,11/12/2015,/coronelpacheco?ref=ctrse_explore
102 pessoas,Meta R$ 20.000,R$ 21.545,Campanha Tudo-ou-nada , Curitiba	 PR,Meeple Heist,107%,R$ 21.545,30/11/2017,/meepleheist?ref=ctrse_explore
236 pessoas,Meta R$ 46.464,R$ 21.527,Campanha Flexível , Curitiba	 PR,Passarinho às Oito e Pouco - livro infantil,46%,R$ 21.527,10/08/2019,/passarinho8?ref=ctrse_explore
538 pessoas,Meta R$ 13.800,R$ 21.512,Campanha Tudo-ou-nada , Barueri	 SP,WeCast no Android,155%,R$ 21.512,28/10/2014,/wecast?ref=ctrse_explore
215 pessoas,Meta R$ 20.000,R$ 21.497,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Simplicidades - Chamada Criativa RJ,107%,R$ 21.497,17/04/2013,/simplicidades?ref=ctrse_explore
147 pessoas,Meta R$ 20.000,R$ 21.420,Campanha Tudo-ou-nada , Recife	 PE,Adalgisas,107%,R$ 21.420,12/07/2018,/adalgisas?ref=ctrse_explore
61 pessoas,Meta R$ 20.000,R$ 21.380,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Marcos e Marcas - a felicidade estampada,106%,R$ 21.380,07/07/2017,/afelicidadedomarquinhos?ref=ctrse_explore
299 pessoas,Meta R$ 16.000,R$ 21.360,Campanha Tudo-ou-nada , Joinville	 SC,Graphic Novel Menina Distraída,133%,R$ 21.360,20/04/2014,/meninadistraida?ref=ctrse_explore
144 pessoas,Meta R$ 666,R$ 21.357,Campanha Flexível , Rio de Janeiro	 RJ,Shadow of the Demon Lord RPG - Pré-Venda,3206%,R$ 21.357,17/04/2017,/demonlord_pre?ref=ctrse_explore
143 pessoas,Meta R$ 20.928,R$ 21.340,Campanha Flexível , São Paulo	 SP, Comunidade de Fala,101%,R$ 21.340,23/12/2016,/projeto_comunidade_de_fala_6cd2?ref=ctrse_explore
156 pessoas,Meta R$ 30.000,R$ 21.340,Campanha Flexível , São Paulo	 SP,A Juliana quer levantar 60 casas em SP. Apoie!,71%,R$ 21.340,09/05/2019,/embaixadorajuliana?ref=ctrse_explore
362 pessoas,Meta R$ 15.000,R$ 21.312,Campanha Tudo-ou-nada , Niterói	 RJ,Space Punch,142%,R$ 21.312,20/07/2017,/spacepunch?ref=ctrse_explore
287 pessoas,Meta R$ 20.600,R$ 21.286,Campanha Tudo-ou-nada , São Paulo	 SP,Transite - os brasileiros e suas bicicletas,103%,R$ 21.286,24/05/2013,/transite?ref=ctrse_explore
94 pessoas,Meta R$ 20.500,R$ 21.275,Campanha Tudo-ou-nada , Curitiba	 PR,João Triska - CD Nos Braços dos Pinheirais,103%,R$ 21.275,17/02/2015,/triska?ref=ctrse_explore
405 pessoas,Meta R$ 18.000,R$ 21.275,Campanha Tudo-ou-nada , São Paulo	 SP,ROCHEDO PRESS Vol. 1,118%,R$ 21.275,28/10/2016,/rochedopress?ref=ctrse_explore
140 pessoas,Meta R$ 20.000,R$ 21.265,Campanha Tudo-ou-nada , Brasília	 DF,Tragédia Carioca Neo Trash Candanga: "Perdoa-me por traíres",106%,R$ 21.265,24/08/2014,/perdoamenovoscandangos?ref=ctrse_explore
67 pessoas,Meta R$ 21.000,R$ 21.258,Campanha Tudo-ou-nada , São Paulo	 SP,TEMPORADA DE JAZZ GRATUITA,101%,R$ 21.258,21/08/2013,/temporadadejazzgratis?ref=ctrse_explore
141 pessoas,Meta R$ 20.000,R$ 21.250,Campanha Tudo-ou-nada , São Paulo	 SP,Casa e Nuvem Branca,106%,R$ 21.250,18/10/2014,/casaenuvem?ref=ctrse_explore
122 pessoas,Meta R$ 20.000,R$ 21.250,Campanha Tudo-ou-nada , Brasília	 DF,O Que Me Toca é Meu Também vai tocar na França!,106%,R$ 21.250,21/04/2015,/oquemetocanafranca?ref=ctrse_explore
276 pessoas,Meta R$ 15.000,R$ 21.246,Campanha Tudo-ou-nada , São Paulo	 SP,Arcane Sally e Mr. Steam,141%,R$ 21.246,05/11/2018,/arcanesally?ref=ctrse_explore
324 pessoas,Meta R$ 30.000,R$ 21.243,Campanha Flexível , Arcoverde	 PE,#Nossa sede,70%,R$ 21.243,15/04/2018,/nossa_sede_?ref=ctrse_explore
160 pessoas,Meta R$ 17.000,R$ 21.235,Campanha Tudo-ou-nada , São Paulo	 SP,Atreva-se a mudar o mundo!,124%,R$ 21.235,04/08/2019,/atrevase?ref=ctrse_explore
248 pessoas,Meta R$ 18.000,R$ 21.209,Campanha Tudo-ou-nada , São Paulo	 SP,RECORDE - LIVRO UM CASAL E CEM PAÍSES DEPOIS,117%,R$ 21.209,12/06/2019,/malaviajante?ref=ctrse_explore
413 pessoas,Meta R$ 17.000,R$ 21.180,Campanha Flexível , São Paulo	 SP,[+16] Gibi de Menininha,124%,R$ 21.180,21/08/2018,/gibi_de_menininha?ref=ctrse_explore
97 pessoas,Meta R$ 20.000,R$ 21.180,Campanha Tudo-ou-nada , Itapema	 SC,PRIMEIRO CD - BANDA NEGO JOE,105%,R$ 21.180,11/07/2012,/primeiro-cd-banda-nego-joe?ref=ctrse_explore
269 pessoas,Meta R$ 19.850,R$ 21.165,Campanha Tudo-ou-nada , São Carlos	 SC,Positrônico: o 3º disco das Aeromoças e Tenistas Russas,106%,R$ 21.165,21/09/2015,/positronico?ref=ctrse_explore
136 pessoas,Meta R$ 20.000,R$ 21.160,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,CD No Olho da Rua,105%,R$ 21.160,24/01/2013,/noolhodarua?ref=ctrse_explore
156 pessoas,Meta R$ 20.571,R$ 21.141,Campanha Tudo-ou-nada , Bragança Paulista	 SP,Jornada Noegenesis ,102%,R$ 21.141,19/06/2015,/jornadanoegenesis?ref=ctrse_explore
112 pessoas,Meta R$ 90.000,R$ 21.120,Campanha Flexível , São Paulo	 SP,Assinaturas Revista Bravo!,23%,R$ 21.120,04/02/2018,/bravo?ref=ctrse_explore
221 pessoas,Meta R$ 15.000,R$ 21.110,Campanha Tudo-ou-nada , São Bernardo do Campo	 SP,Um Post por Dia para Salvar Vidas,140%,R$ 21.110,12/10/2014,/gatoca?ref=ctrse_explore
564 pessoas,Meta R$ 11.200,R$ 21.097,Campanha Tudo-ou-nada , São Paulo	 SP,Apagão - Vol. 1 - Cidade Sem Lei/Luz,188%,R$ 21.097,05/07/2013,/apagao?ref=ctrse_explore
341 pessoas,Meta R$ 10.600,R$ 21.097,Campanha Tudo-ou-nada , Florianópolis	 SC,Ao acaso: Mulheres livres	 mamilos polêmicos,199%,R$ 21.097,21/11/2018,/mulhereslivres?ref=ctrse_explore
187 pessoas,Meta R$ 20.000,R$ 21.095,Campanha Tudo-ou-nada , São Paulo	 SP,Zé Balão - um livro para sonhar,105%,R$ 21.095,08/06/2018,/zebalao?ref=ctrse_explore
78 pessoas,Meta R$ 20.000,R$ 21.036,Campanha Tudo-ou-nada , Salvador	 BA,Gravação do primeiro DVD do Grupo Canela Fina!,105%,R$ 21.036,18/12/2014,/grupocanelafina?ref=ctrse_explore
275 pessoas,Meta R$ 30.000,R$ 21.015,Campanha Flexível , São Paulo	 SP,Faça Você Mesma - Filme,70%,R$ 21.015,04/09/2017,/faca_voce_mesma_filme_9b8b?ref=ctrse_explore
266 pessoas,Meta R$ 17.800,R$ 20.970,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Músicas do Espinhaço - CD Janelas,117%,R$ 20.970,20/12/2012,/musicasdoespinhaco?ref=ctrse_explore
283 pessoas,Meta R$ 17.000,R$ 20.965,Campanha Tudo-ou-nada , São Paulo	 SP,Baralho El Cabriton Projeto 54 - 7ª Edição,123%,R$ 20.965,22/08/2016,/p54?ref=ctrse_explore
76 pessoas,Meta R$ 20.500,R$ 20.940,Campanha Tudo-ou-nada , Irapuru	 SP,CAIPIRAPURU 2015 - FESTIVAL CAIPIRA- 15 ANOS,102%,R$ 20.940,27/11/2015,/caipirapuru2015?ref=ctrse_explore
119 pessoas,Meta R$ 20.508,R$ 20.935,Campanha Tudo-ou-nada , São Paulo	 SP,REFORMA DA BLOCOTECA: É SÓ TERMINAR E POR O BLOCO NA RUA... ,102%,R$ 20.935,21/03/2014,/blocodobeco?ref=ctrse_explore
139 pessoas,Meta R$ 15.000,R$ 20.920,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Action! O jogo de cinema!,139%,R$ 20.920,23/11/2018,/action_o_jogo_de_cinema_c813?ref=ctrse_explore
218 pessoas,Meta R$ 20.000,R$ 20.920,Campanha Tudo-ou-nada , São Paulo	 SP,Finalização CD Batuntã,104%,R$ 20.920,16/11/2013,/batunta?ref=ctrse_explore
250 pessoas,Meta R$ 17.184,R$ 20.910,Campanha Tudo-ou-nada , Porto Alegre	 RS,LIA	 MAS NÃO ESCREVIA - Contos	 crônicas e poesias,121%,R$ 20.910,26/05/2014,/ebook?ref=ctrse_explore
51 pessoas,Meta R$ 37.000,R$ 20.880,Campanha Flexível , São Paulo	 SP,Change the way we change the world,56%,R$ 20.880,05/10/2018,/changethewaywechange?ref=ctrse_explore
162 pessoas,Meta R$ 2.500,R$ 20.870,Campanha Flexível , Porto Alegre	 RS,Cherry Blossom - Juka's nsfw Cosplay Photobook,834%,R$ 20.870,13/05/2016,/cherryblossom_photobook?ref=ctrse_explore
139 pessoas,Meta R$ 20.000,R$ 20.860,Campanha Flexível , Pentecoste	 CE,Rebrotando Olhos D`agua - Movimento Ciclovida,104%,R$ 20.860,18/11/2016,/rebrotandovida?ref=ctrse_explore
154 pessoas,Meta R$ 20.000,R$ 20.835,Campanha Tudo-ou-nada , Uberlândia	 MG,PÓ E SOL	 livro de Lucas Veiga,104%,R$ 20.835,02/01/2017,/poesol?ref=ctrse_explore
143 pessoas,Meta R$ 36.000,R$ 20.793,Campanha Flexível , São Paulo	 SP,In_screver,57%,R$ 20.793,13/05/2016,/in_screver?ref=ctrse_explore
182 pessoas,Meta R$ 18.000,R$ 20.770,Campanha Tudo-ou-nada , Limeira	 SP,Livro Baptistão 30 anos,115%,R$ 20.770,22/05/2015,/bap?ref=ctrse_explore
190 pessoas,Meta R$ 16.100,R$ 20.770,Campanha Tudo-ou-nada , São Paulo	 SP,MilCoisas em cartaz,129%,R$ 20.770,22/07/2015,/milcoisas?ref=ctrse_explore
348 pessoas,Meta R$ 16.750,R$ 20.766,Campanha Tudo-ou-nada , São Leopoldo	 RS,Escala de Cor das Coisas - 2ª edição,123%,R$ 20.766,20/03/2014,/escaladecor?ref=ctrse_explore
131 pessoas,Meta R$ 20.000,R$ 20.760,Campanha Tudo-ou-nada , São Paulo	 SP,Festival da Consciência,103%,R$ 20.760,22/03/2015,/festivaldaconsciencia?ref=ctrse_explore
94 pessoas,Meta R$ 50.000,R$ 20.726,Campanha Flexível , Brasília	 DF,Creche Léon Denis - Construindo o futuro,41%,R$ 20.726,16/10/2016,/leondeniscreche?ref=ctrse_explore
134 pessoas,Meta R$ 20.000,R$ 20.715,Campanha Flexível , Porto Alegre	 RS,LUANA PACHECO | PRIMEIRO DISCO ,103%,R$ 20.715,10/07/2018,/luanapacheco?ref=ctrse_explore
104 pessoas,Meta R$ 20.000,R$ 20.710,Campanha Flexível , São Paulo	 SP,Crowfunding #3 - ÁGUA NO SERTÃO,103%,R$ 20.710,01/11/2018,/aguanosertao?ref=ctrse_explore
247 pessoas,Meta R$ 19.000,R$ 20.710,Campanha Tudo-ou-nada , Paulo Jacinto	 AL,Guri - Disco solo - Quando calou-se a multidão,109%,R$ 20.710,07/07/2013,/guri?ref=ctrse_explore
111 pessoas,Meta R$ 20.000,R$ 20.690,Campanha Flexível , São Paulo	 SP,CARVÃO	 terceiro álbum de Paulo Carvalho,103%,R$ 20.690,27/02/2018,/paulocarvalho?ref=ctrse_explore
111 pessoas,Meta R$ 20.000,R$ 20.690,Campanha Flexível , São Paulo	 SP,CARVÃO	 terceiro álbum de Paulo Carvalho,103%,R$ 20.690,27/02/2018,/paulocarvalho?ref=ctrse_explore
154 pessoas,Meta R$ 21.583,R$ 20.689,Campanha Flexível , Rio de Janeiro	 RJ,40 ANOS ESTA NOITE | Teatro LGBT,95%,R$ 20.689,30/12/2018,/40anosestanoite?ref=ctrse_explore
181 pessoas,Meta R$ 165.000,R$ 20.668,Campanha Flexível , Santa Cruz do Rio Pardo	 SP,Ajude o Pedro no Tratamento de Células Tronco!!!,12%,R$ 20.668,24/05/2019,/ajudeandarsozinho?ref=ctrse_explore
485 pessoas,Meta R$ 11.000,R$ 20.649,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,ZINE XXX,187%,R$ 20.649,14/11/2013,/zinexxx?ref=ctrse_explore
85 pessoas,Meta R$ 20.000,R$ 20.630,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,OITO MULHERES,103%,R$ 20.630,10/11/2016,/oitomulheres?ref=ctrse_explore
339 pessoas,Meta R$ 16.000,R$ 20.621,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Salto - Uma Aventura Steampunk,128%,R$ 20.621,01/10/2017,/salto_steampunk?ref=ctrse_explore
233 pessoas,Meta R$ 20.000,R$ 20.614,Campanha Flexível , Rio de Janeiro	 RJ,Cidade Correria em Ipanema,103%,R$ 20.614,23/02/2017,/cidade_correria_em_ipanema?ref=ctrse_explore
320 pessoas,Meta R$ 16.000,R$ 20.595,Campanha Tudo-ou-nada , Belo Horizonte	 MG,1º Encontro Lady’s Comics - “Transgredindo a representação feminina nos Quadrinhos”,128%,R$ 20.595,19/08/2014,/ladyscomics?ref=ctrse_explore
31 pessoas,Meta R$ 19.500,R$ 20.580,Campanha Flexível , São Paulo	 SP,Fotosyntese ::: Colecionáveis - Volume 1,105%,R$ 20.580,07/07/2018,/fotosyntese?ref=ctrse_explore
76 pessoas,Meta R$ 120.000,R$ 20.561,Campanha Flexível , Alfredo Wagner	 SC,Meu Coração é Minha Terra,17%,R$ 20.561,14/08/2017,/myheartismyland?ref=ctrse_explore
252 pessoas,Meta R$ 18.000,R$ 20.558,Campanha Tudo-ou-nada , São Paulo	 SP,Desejável Mundo Novo: Crie Futuros,114%,R$ 20.558,01/06/2012,/desejavel-mundo-novo-crie-futuros?ref=ctrse_explore
398 pessoas,Meta R$ 12.000,R$ 20.556,Campanha Flexível , São Paulo	 SP,Requiem - Sinfonia dos Pecados,171%,R$ 20.556,22/11/2018,/requiem_sinfonia_dos_pecados?ref=ctrse_explore
141 pessoas,Meta R$ 20.000,R$ 20.550,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Terra Incógnita,102%,R$ 20.550,17/07/2014,/terraincognita?ref=ctrse_explore
116 pessoas,Meta R$ 20.000,R$ 20.547,Campanha Tudo-ou-nada , São Paulo	 SP,HYSTERICA PASSIO,102%,R$ 20.547,17/08/2015,/hystericapassio?ref=ctrse_explore
182 pessoas,Meta R$ 15.000,R$ 20.526,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Parcão da Lagoa,136%,R$ 20.526,16/10/2014,/parcao?ref=ctrse_explore
290 pessoas,Meta R$ 20.000,R$ 20.525,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,COLETIVO PROJETAÇÃO,102%,R$ 20.525,07/06/2014,/projetacao?ref=ctrse_explore
150 pessoas,Meta R$ 16.950,R$ 20.525,Campanha Tudo-ou-nada , São Paulo	 SP,Bratislava lança 2º álbum em formato inovador: Música + Zine,121%,R$ 20.525,16/09/2015,/bratislava?ref=ctrse_explore
127 pessoas,Meta R$ 20.000,R$ 20.511,Campanha Tudo-ou-nada , São Paulo	 SP,Bloco Ritaleena 2016,102%,R$ 20.511,30/01/2016,/blocoritaleena2016?ref=ctrse_explore
222 pessoas,Meta R$ 11.500,R$ 20.504,Campanha Tudo-ou-nada , São Paulo	 SP,Livro: Uma vida pelo fim do câncer,178%,R$ 20.504,11/06/2018,/umavidapelofimdocancer?ref=ctrse_explore
223 pessoas,Meta R$ 20.000,R$ 20.500,Campanha Tudo-ou-nada , São Paulo	 SP,Sarau do Binho,102%,R$ 20.500,18/08/2012,/saraudobinho?ref=ctrse_explore
91 pessoas,Meta R$ 70.000,R$ 20.500,Campanha Flexível , São Paulo	 SP,Da Zona Leste para Àustria,29%,R$ 20.500,21/09/2018,/da_zona_leste_para_austria_2586?ref=ctrse_explore
161 pessoas,Meta R$ 20.000,R$ 20.493,Campanha Tudo-ou-nada , Ouro Branco	 MG,Phelippe Luz - Finalização CD Minha Missão,102%,R$ 20.493,21/08/2015,/phelippeluz?ref=ctrse_explore
373 pessoas,Meta R$ 15.000,R$ 20.464,Campanha Tudo-ou-nada , Belo Horizonte	 MG,Histórias Tristes e Piadas Ruins,136%,R$ 20.464,23/08/2018,/historiastristes?ref=ctrse_explore
59 pessoas,Meta R$ 75.800,R$ 20.450,Campanha Flexível , Imbituba	 SC,IBIRAQUERA: Ignore ou Salve,26%,R$ 20.450,30/12/2017,/salveibiraquera?ref=ctrse_explore
121 pessoas,Meta R$ 20.000,R$ 20.400,Campanha Tudo-ou-nada , São Paulo	 SP,O SEMEADOR,102%,R$ 20.400,04/07/2013,/semeador?ref=ctrse_explore
212 pessoas,Meta R$ 7.000,R$ 20.395,Campanha Tudo-ou-nada , Florianópolis	 SC,Livro - Notas Visuais,291%,R$ 20.395,24/05/2017,/notasvisuais?ref=ctrse_explore
331 pessoas,Meta R$ 15.000,R$ 20.395,Campanha Tudo-ou-nada , São Paulo	 SP,Kung Fu Ganja - Vol 1,135%,R$ 20.395,10/10/2017,/kung_fu_ganja_vol_1_d2b9?ref=ctrse_explore
115 pessoas,Meta R$ 19.000,R$ 20.386,Campanha Tudo-ou-nada , São Paulo	 SP,Exposição Ouro Branco,107%,R$ 20.386,07/05/2014,/ourobranco?ref=ctrse_explore
127 pessoas,Meta R$ 18.800,R$ 20.380,Campanha Tudo-ou-nada , Porto Alegre	 RS,ONG EduAction,108%,R$ 20.380,20/10/2014,/eduaction?ref=ctrse_explore
254 pessoas,Meta R$ 15.000,R$ 20.350,Campanha Tudo-ou-nada , São José dos Campos	 SP,Dampyr Vol.1,135%,R$ 20.350,05/10/2018,/dampyr1?ref=ctrse_explore
146 pessoas,Meta R$ 18.000,R$ 20.345,Campanha Tudo-ou-nada , Campinas	 SP,Fotolivro ROLO,113%,R$ 20.345,20/12/2018,/rolo?ref=ctrse_explore
39 pessoas,Meta R$ 20.000,R$ 20.335,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Thiago Amud e convidados,101%,R$ 20.335,27/05/2015,/thiagoamud?ref=ctrse_explore
67 pessoas,Meta R$ 20.340,R$ 20.335,Campanha Tudo-ou-nada , Belém	 PA,Finalização do 1º CD solo de André Coruja,99%,R$ 20.335,20/04/2016,/andrecoruja?ref=ctrse_explore
108 pessoas,Meta R$ 20.000,R$ 20.320,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Morde!,101%,R$ 20.320,16/09/2013,/morde?ref=ctrse_explore
71 pessoas,Meta R$ 20.000,R$ 20.291,Campanha Tudo-ou-nada , Vitória	 ES,Break Loose - Você arriscaria sua vida para ser livre?,101%,R$ 20.291,12/03/2014,/breakloose?ref=ctrse_explore
302 pessoas,Meta R$ 25.000,R$ 20.290,Campanha Flexível , Lauro de Freitas	 BA,Cirurgia da Gaby. Precisamos da sua colaboração!,81%,R$ 20.290,25/07/2017,/cirurgia_da_gaby_precisamos_da_sua_colaboracao_ef0f?ref=ctrse_explore
213 pessoas,Meta R$ 4.000,R$ 20.289,Campanha Flexível , São Paulo	 SP,Cyberpunk - Coletânea de contos originais,507%,R$ 20.289,29/05/2019,/cyberpunkdraco?ref=ctrse_explore
130 pessoas,Meta R$ 19.520,R$ 20.280,Campanha Tudo-ou-nada , São Paulo	 SP,Gravação do disco de estréia em NY,103%,R$ 20.280,16/09/2013,/callmelolla?ref=ctrse_explore
229 pessoas,Meta R$ 17.356,R$ 20.270,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Cabíria - Prêmio de Roteiro,116%,R$ 20.270,08/12/2015,/cabiriapremioderoteiro?ref=ctrse_explore
165 pessoas,Meta R$ 32.000,R$ 20.260,Campanha Flexível , Belo Horizonte	 MG,Kadu no MIT Bootcamp,63%,R$ 20.260,13/07/2018,/kadunomit?ref=ctrse_explore
127 pessoas,Meta R$ 20.000,R$ 20.220,Campanha Tudo-ou-nada , São Paulo	 SP,Banco Comunitário União Sampaio - Economia que Acreditamos! ,101%,R$ 20.220,25/08/2012,/bancouniaosampaio?ref=ctrse_explore
153 pessoas,Meta R$ 20.000,R$ 20.210,Campanha Tudo-ou-nada , São Paulo	 SP,Novo espetáculo da Cia Soma,101%,R$ 20.210,25/05/2013,/ciasoma?ref=ctrse_explore
49 pessoas,Meta R$ 20.000,R$ 20.210,Campanha Tudo-ou-nada , São Paulo	 SP,ensaio sobre a Orgia,101%,R$ 20.210,29/09/2014,/orgia?ref=ctrse_explore
120 pessoas,Meta R$ 19.812,R$ 20.205,Campanha Tudo-ou-nada , São Paulo	 SP,Violeta: terna e eterna - Gravação de CD,101%,R$ 20.205,27/06/2014,/violetaparra2?ref=ctrse_explore
235 pessoas,Meta R$ 18.899,R$ 20.199,Campanha Tudo-ou-nada , Joinville	 SC,ALGO ALÉM	 Primeiro EP de Elizandro Sfreddo,106%,R$ 20.199,12/05/2017,/Elizandro?ref=ctrse_explore
412 pessoas,Meta R$ 13.000,R$ 20.193,Campanha Tudo-ou-nada , São Paulo	 SP,Bad Women,155%,R$ 20.193,02/11/2014,/badwomen?ref=ctrse_explore
481 pessoas,Meta R$ 1.000,R$ 20.190,Campanha Tudo-ou-nada , São Paulo	 SP, Individual Mag,2019%,R$ 20.190,20/02/2019,/projeto_individual_mag_e5f0?ref=ctrse_explore
122 pessoas,Meta R$ 20.000,R$ 20.185,Campanha Tudo-ou-nada , São Paulo	 SP,Cabeças Voadoras ,100%,R$ 20.185,03/10/2016,/cabecas_voadoras?ref=ctrse_explore
62 pessoas,Meta R$ 50.000,R$ 20.170,Campanha Flexível , Brumadinho	 MG,Avenues por Brumadinho,40%,R$ 20.170,11/03/2019,/avenuesporbrumadinho?ref=ctrse_explore
42 pessoas,Meta R$ 20.000,R$ 20.165,Campanha Tudo-ou-nada , Porto Alegre	 RS,VITO	 contos ilustrados,100%,R$ 20.165,11/05/2017,/vito_1dbf?ref=ctrse_explore
49 pessoas,Meta R$ 24.521,R$ 20.150,Campanha Flexível , São Paulo	 SP,Galpão dos Lobos,82%,R$ 20.150,17/05/2017,/galpaodoslobos?ref=ctrse_explore
226 pessoas,Meta R$ 16.000,R$ 20.130,Campanha Tudo-ou-nada , Porto Alegre	 RS,Pelica + Felpudo,125%,R$ 20.130,14/07/2017,/filedegato?ref=ctrse_explore
312 pessoas,Meta R$ 18.000,R$ 20.117,Campanha Tudo-ou-nada , São Paulo	 SP,Arquitetura da Gentrificação,111%,R$ 20.117,26/06/2013,/ag?ref=ctrse_explore
57 pessoas,Meta R$ 19.888,R$ 20.100,Campanha Tudo-ou-nada , São Paulo	 SP,Manual para Dias Chuvosos,101%,R$ 20.100,11/12/2013,/manualparadiaschuvosos?ref=ctrse_explore
114 pessoas,Meta R$ 20.000,R$ 20.070,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,as palavras e as coisas,100%,R$ 20.070,10/12/2016,/as_palavras_e_as_coisas_cf59?ref=ctrse_explore
107 pessoas,Meta R$ 19.800,R$ 20.065,Campanha Tudo-ou-nada , Piraju	 SP,As Aves da Minha Vida,101%,R$ 20.065,28/01/2014,/piraves?ref=ctrse_explore
93 pessoas,Meta R$ 20.000,R$ 20.055,Campanha Tudo-ou-nada , Porto Alegre	 RS,Ed,100%,R$ 20.055,15/05/2012,/ed?ref=ctrse_explore
164 pessoas,Meta R$ 31.400,R$ 20.051,Campanha Flexível , São Paulo	 SP,Rolando Castello Jr - 50 Anos de Bateria & Rock,63%,R$ 20.051,06/08/2017,/Rolando50?ref=ctrse_explore
22 pessoas,Meta R$ 20.000,R$ 20.050,Campanha Tudo-ou-nada , São Paulo	 SP,A Revolução do Cotidiano - SeNEMAU SP 2015,100%,R$ 20.050,08/05/2015,/senemausp?ref=ctrse_explore
40 pessoas,Meta R$ 20.000,R$ 20.045,Campanha Tudo-ou-nada , Curitiba	 PR,PEQUENO GRANDE ENCONTRO DE TEATRO PARA CRIANÇAS,100%,R$ 20.045,09/10/2018,/festivalpget?ref=ctrse_explore
114 pessoas,Meta R$ 20.000,R$ 20.040,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Apoie a pavimentação da Praça do Vietnã! ,100%,R$ 20.040,21/05/2015,/pracavietnapavao?ref=ctrse_explore
99 pessoas,Meta R$ 20.000,R$ 20.034,Campanha Tudo-ou-nada , Porto Alegre	 RS,Clamor Manifesto - Feira da Música,100%,R$ 20.034,31/08/2011,/clamor-manifesto-feira-da-musica?ref=ctrse_explore
136 pessoas,Meta R$ 20.000,R$ 20.030,Campanha Tudo-ou-nada , Salvador	 BA,MicroTrio 2013,100%,R$ 20.030,08/02/2013,/microtrio2013?ref=ctrse_explore
180 pessoas,Meta R$ 16.500,R$ 20.018,Campanha Tudo-ou-nada , São Paulo	 SP,Carolina	 sua vida vai ser linda,121%,R$ 20.018,12/11/2014,/carolinasuavidavaiserlinda?ref=ctrse_explore
189 pessoas,Meta R$ 20.000,R$ 20.010,Campanha Tudo-ou-nada , São Paulo	 SP,A vida real na Escandinávia,100%,R$ 20.010,12/06/2015,/escandinavia?ref=ctrse_explore
323 pessoas,Meta R$ 18.000,R$ 20.001,Campanha Tudo-ou-nada , São Paulo	 SP,Livro Do Amor,111%,R$ 20.001,29/03/2017,/livrodoamor?ref=ctrse_explore
189 pessoas,Meta R$ 19.200,R$ 19.951,Campanha Tudo-ou-nada , São Paulo	 SP,700 MIL HORAS,103%,R$ 19.951,28/10/2013,/700milhoras?ref=ctrse_explore
101 pessoas,Meta R$ 17.730,R$ 19.900,Campanha Tudo-ou-nada , Porto Alegre	 RS,Casa Cultural Tony Seitz Petzhold,112%,R$ 19.900,01/07/2012,/casa-cultural-tony-seitz-petzhold?ref=ctrse_explore
359 pessoas,Meta R$ 15.000,R$ 19.890,Campanha Tudo-ou-nada , São Paulo	 SP,CLEAN BREAK,132%,R$ 19.890,13/07/2018,/cleanbreak?ref=ctrse_explore
356 pessoas,Meta R$ 8.900,R$ 19.885,Campanha Tudo-ou-nada , Porto Alegre	 RS,333 Páginas para tirar seu projeto do papel,223%,R$ 19.885,18/04/2016,/333paginas?ref=ctrse_explore
178 pessoas,Meta R$ 18.000,R$ 19.880,Campanha Tudo-ou-nada , Brasília	 DF,Videoclipe do Sexy Fi,110%,R$ 19.880,26/05/2013,/sexyfi?ref=ctrse_explore
85 pessoas,Meta R$ 35.000,R$ 19.855,Campanha Flexível , São Paulo	 SP,NUNO MINDELIS E BANDA LIVE AT SUWALKI-POLÔNIA/2018,56%,R$ 19.855,20/10/2018,/livepoland?ref=ctrse_explore
179 pessoas,Meta R$ 19.000,R$ 19.836,Campanha Tudo-ou-nada , Recife	 PE,Além da Cura - Etapa Final,104%,R$ 19.836,17/07/2019,/alemdacura?ref=ctrse_explore
130 pessoas,Meta R$ 45.980,R$ 19.831,Campanha Flexível , Santo Antônio do Pinhal	 SP,FLIMA 2019 ,43%,R$ 19.831,10/08/2019,/flima2019?ref=ctrse_explore
79 pessoas,Meta R$ 19.000,R$ 19.830,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Cidade Maravilhosa a série ,104%,R$ 19.830,23/05/2016,/cidademaravilhosaserie?ref=ctrse_explore
